* ストーリー [#m35393ca]

- 本人(進化前後含む)の名称にはリンクは貼らない

&color(,#eee){ページ内リンク};
[[001>#a001a]] - [[101>#a101a]] - [[201>#a201a]] - [[301>#a301a]] - [[401>#a401a]] - [[501>#a501a]] - [[601>#a601a]] - [[701>#a701a]] - [[801>#a801a]] - [[901>#a901a]] - [[1001>#a1001a]] - [[1101>#a1101a]] - [[1201>#a1201a]] - [[1301>#a1301a]] - [[1401>#a1401a]] - [[1501>#a1501a]]

#style(class=storyFilter){{
|~No&aname(a001a);&br;|~名称&br;|~★&br;|~属&br;|~ストーリー&br;|~カットイン台詞&br;|h
|||||||c
|001&aname(a001);|アレン|3|BGCOLOR(#f1bba6):火|代々、王国の騎士を務める家系に生まれ、自らもまた騎士を目指し修練に励む少年。ドラゴンを討伐することより、いかに街や人々を守り抜くかということを考えて行動している。より多くの人を守れるようになるため、国衛騎士団への入団試験でもある武闘大会への出場を決意した。|ボクだってやれるんだ！&br;これが全身全力だ！&br;必ず守ってみせる！|
|002&aname(a002);|戦士アレン|4|BGCOLOR(#f1bba6):火|武闘大会で優勝した事で、その実力が認められ、晴れて国衛騎士団への入団が叶った青年。共に騎士団へと入団した仲間たちとは、そのまっすぐすぎる正義感ゆえに意見がぶつかることも多い。しかし、絶対に曲げないその騎士道精神は、次第に多くの者の共感を集めつつある。|皆を守る！それだけだ！&br;これで終わりさ！&br;絶対に帰還させる！|
|003&aname(a003);|王国騎士アレン|5|BGCOLOR(#f1bba6):火|国衛騎士団団長としてたくましく成長したアレン。自ら過酷な状況に飛び込んでいく勇ましさは衰えず、むしろ実力が伴った分、前にも増して拍車が掛かっている。ただ、そこに仲間を巻き込むことは決してせず、先祖からの教え「絶対帰還」を仲間にも厳守させている。|王国騎士団の剣を受けろ！&br;これが未来を信じる力だ！&br;誰も死なせはしない！|
|004&aname(a004);|カイン|3|BGCOLOR(#BBA6F1):闇|幼い頃に両親を亡くし、一人孤独に生きてきた少年。力こそが全てであり、その妨げになるものには一切興味を示さない。この世のどこかにあるという「邪竜の魔眼」を手に入れる手がかりを探すため、王都へとやってきた。|愚衆風情が！&br;俺の前から消え去れ愚衆！&br;これが俺の力だッ！！|
|005&aname(a005);|勇士カイン|4|BGCOLOR(#BBA6F1):闇|探し続けている「邪竜の魔眼」の情報を求め参加した武闘大会での活躍が認められ、国衛騎士団へと入団した青年。しかし、いまやその興味の矛先は、武闘大会で自分を打ち負かした[[アレン>#a001]]に向いている。今はドラゴン討伐を通じて、日々[[アレン>#a001]]と競い合っている。|鈍間め！見えてるぞ！&br;八つ裂きにしてやる！&br;受け取れ！闇の洗礼を！|
|006&aname(a006);|近衛騎士カイン|5|BGCOLOR(#BBA6F1):闇|「邪竜の魔眼」を手に入れ闇の力に目覚めた魔騎士。魔眼は全ての死線を見極め、対象に確実な死をもたらす。その力はドラゴンを倒すごとに強まっており、更なる力を求めカインはドラゴンを狩り続ける。全てのドラゴンを狩り終えた時その槍の矛先が向けられるのは果たして……。|俺には全てが見えている！&br;邪眼の覚醒を見ろ！愚衆！&br;邪眼は全てを駆逐する！|
|007&aname(a007);|ルカ|3|BGCOLOR(#a6f1f1):水|太古から続く竜人の血を引く部族の娘。その血筋は限りなく薄まってはいるが、それでも常人よりは遥かに寿命が長く、既に齢は100を超えている。長きに渡る人とドラゴンの戦いを終わらせるため竜人の祖先とされる人物を探していたが、その者が現れたと聞き及び王都を訪れた。|私に見えぬ風は無い！&br;射抜け我が羽矢！&br;受けてみよ！竜人の力！|
|008&aname(a008);|範士ルカ|4|BGCOLOR(#a6f1f1):水|難関の試験を突破し、国衛騎士団へと入団した竜人族の娘。ほんの些細な興味心で訪れた武闘大会で見た火の剣士と闇の戦士との戦いは、彼女の部族に伝わる伝説の序章と瓜二つの展開であった。その伝説の結末を見届けるため、彼女は国衛騎士団への入団を決意した。|竜人の矢を受けてみろ！&br;何の足しにもならん！&br;これで貴様は袋の鼠だ|
|009&aname(a009);|遊撃手ルカ|5|BGCOLOR(#a6f1f1):水|一族総勢100人を率い、ドラゴンに立ち向かう竜人族の族長。火の剣士と闇の戦士の大決闘の後、一時的に騎士団を離れていたが、世界に散った竜人族の生き残りを集め、再び王都に舞い戻った。いずれ訪れる最終決戦に向け、「禁書館」にて着々と準備を進めている。|竜人の怒りを感じろ！&br;竜の血で全てを浄化する！&br;貴様の勝機を奪う|
|010&aname(a010);|マリア|3|BGCOLOR(#f1f1a6):光|この歳にして魔法術を極めている、この国の王の娘。まだ幼い頃に、ドラゴンから王都を守り犠牲になった王妃の事を強く尊敬している。一方父である国王の過保護っぷりには少々疲れを感じており、近頃ではこっそり街へ出て武闘大会の見学などをして楽しんでいる。|ここは私に任せて！&br;光の加護よ祝福よ！&br;回復なら任せてください！|
|011&aname(a011);|司祭マリア|4|BGCOLOR(#f1f1a6):光|聖なる力で王都を守り、司祭として騎士団を指揮する若き指導者。武闘大会の最中に王都を襲ったドラゴンを火の剣士、闇の戦士、水の射手と共に撃退し、傷ついた者たちを一瞬にして癒すという奇跡を発現させた。「守る者」へと変わったその時、彼女はこの戦争の終わりを誓った。|やむを得ません！！&br;目覚めよ大地の精霊たち！&br;聖なる光で癒やします！|
|012&aname(a012);|聖女マリア|5|BGCOLOR(#f1f1a6):光|謎の病に倒れた国王に代わり、民衆を率いドラゴンに立ち向かう聖女。幾度と無く奇跡を起こし王都を救ってきた彼女だが、それは仲間のおかげであると信じている。実は自身も国王と同じ病に侵されているが、その事実をひた隠し、皆の前では気丈に振る舞う。|光の祝福を我らに！&br;聖なる光で悪を討ちます！&br;精霊よ、我らに光を！|
|013&aname(a013);|ラビ|1|BGCOLOR(#f1bba6):火|幼馴染の[[アーロン>#a023]]、[[アナスタシア>#a033]]、[[カロル>#a043]]と共にドラゴン討伐を目指す、ごく普通の村の少年。小さなころから大人を相手に剣の修業を積んでいたので、剣の腕には多少の覚えがある。ドラゴンを討伐し、この世に平和をもたらす英雄になる日を夢見ている。|練習どおりに！&br;俺だってやれるさ！&br;本気でいくぞ！|
|014&aname(a014);|カルル|1|BGCOLOR(#a6f1f1):水|漁師を生業とする家系に生まれた少年。ドラゴンやモンスターが海を荒らすことが許せず、元凶を退治するため討伐の旅に出る。幼い頃に亡くした父が語ってくれた、ある海姫の物語を心の拠り所とし、一人孤独に海を渡っている。|よし、チャンスだ！&br;勝機は逃さないさ！&br;ここが我慢のしどころさ|
|015&aname(a015);|アレクセイ|1|BGCOLOR(#f1f1a6):光|同じ村の出身である[[ミハエル>#a055]]と共に、王国騎士の資格試験を受けるため、王都へとやって来た少年。結果、試験には惨敗し、[[ミハエル>#a055]]との格の違いを見せつけられる結果となったが、それを転機に、真面目に修行に打ち込むようになった。|いくぞ！&br;我が剣にかけて！&br;傷の手当をしよう|
|016&aname(a016);|ヴィクトール|1|BGCOLOR(#BBA6F1):闇|[[アーヴィング>#a026]]に付き従う、若き自警団員の少年。[[アーヴィング>#a026]]の強さ、カリスマ性に心酔しており、彼と行動を共にする事を生きがいとしている。ゆえに、彼が執心する[[リュドミラ>#a036]]を快く思っておらず、いずれは村から排除しようと画策をしている。|消えちまいな！&br;さっさと消えろ！|
