* ストーリー(1001〜) [#h2cf90b3]

- 本人(進化前後含む)の名称にはリンクは貼らない

&color(,#eee){ページ内リンク};
[[1001>#a1001a]] - [[1051>#a1051a]] - [[1101>#a1101a]] - [[1151>#a1151a]] - [[1201>#a1201a]] - [[1251>#a1251a]] - [[1301>#a1301a]] - [[1351>#a1351a]] - [[1401>#a1401a]] - [[1451>#a1451a]] - [[1501>#a1501a]] - [[1551>#a1551a]] - [[1601>#a1601a]] - [[1651>#a1651a]] - [[1701>#a1701a]]








#style(class=storyFilter){{
|~No&aname(a1001a);&br;|~名称&br;|~★&br;|~属&br;|~ストーリー&br;|~カットイン台詞&br;|h
|||||||c
|1001&aname(a1001);|グレン|4|BGCOLOR(#f1bba6):火|カムリナ族と呼ばれる、遊牧の民に生まれた少年。数年前、一族がドラゴンに襲われ天涯孤独の身になってからは、この世の全てのドラゴンを討ち倒すべく、一人修行に明け暮れている。復讐心では無く、自身と同じ悲劇を無くしたいという思いから王国騎士団に入る道を選び王都を訪れた。|ただじゃ還さねぇ！&br;後悔しても遅いんだよッ！&br;絶対護ってやるからよ！|
|1002&aname(a1002);|剣士グレン|5|BGCOLOR(#f1bba6):火|王都を襲ったドラゴンを退け、多くの民衆を救った青年。しかし王国はその活躍を全て騎士団のものとし、彼や、彼と共に戦った者たちの功績を認めようとはしなかった。自らの保身のみに傾倒する王政を目の当たりにしたグレンは失望し騎士団への道をきっぱり見限る。そして共に戦った三人の仲間たちと共に、新たな道を歩み始めた。|還すわけにはいかねぇんだよ&br;後悔先に立たずってなぁッ!&br;俺が必ず護ってやるッ！|
|1003&aname(a1003);|剣闘士グレン|6|BGCOLOR(#f1bba6):火|この世の全てのドラゴンを打ち倒すべく、旅を続ける炎の剣士。その信念は、かつて一族がドラゴンに襲われた際、彼を救ってくれた或る騎士に由来する。「絶対帰還」を信条とするその騎士は、勇ましくドラゴンに対するも、常に仲間を護り戦う。強さだけでは意味が無い。強さとは他者を護ったその時に、初めて意味を為すのだと、グレンは知った。いつか多くを護るべく、彼の旅は続く。|てめぇは絶対還さねぇ！&br;泣く程後悔させてやるぜッ！&br;俺が世界を救ってやるッ！！|
|1004&aname(a1004);|リヴィオ|4|BGCOLOR(#BBA6F1):闇|帝国で育ち、帝国軍に在籍していた少年。しかし謎の病を発症したことから本来の任務を果たすことが難しくなり軍を離れた。今はその、自身を蝕む病の正体、並びに治療法を探すべく旅を続けており、王都近郊に、あらゆる知識を有する「禁書館」なる場所があると聞き及び、調査していた。|……うん……まだ大丈夫&br;この槍一つが僕の領域&br;……疼く……か……|
|1005&aname(a1005);|傑士リヴィオ|5|BGCOLOR(#BBA6F1):闇|王都にて「禁書館」についての調査を続ける青年。彼が集めた情報によれば、禁書館は既に焼失したものの、世界の何処かにそれに代わる書館が現存する、という事であった。進む病を前にして、彼には多少の迷いも無い。まだ見ぬ書館に希望を託し、リヴィオはこの王都で出会った三人の仲間たちと共に、新たな道を歩み始めた。|僕は……鬼に成る&br;それ以上近付かない方が良い&br;……くッ……右腕がッ|
|1006&aname(a1006);|傑戒士リヴィオ|6|BGCOLOR(#BBA6F1):闇|自身が罹った病の治療法を求め、旅を続ける黒き槍使い。病が右半身を蝕む中、彼は一つの情報を得る。それは「月虹書館」と呼ばれる存在の話であった。「禁書館」に匹敵する書量を誇ると云われるも、その場所、そして現れる時が「不定」であり、まるで幻のような書館であるという。得難き希望と理解りつつも、自身に迫る終わりに追われ、新たな手がかりを得たリヴィオの旅は続く。|……この右手が貴様を討つ&br;そこから先は絶対領域だ&br;……くッ……鎮まれッ|
|1007&aname(a1007);|サヤ|4|BGCOLOR(#a6f1f1):水|自身の記憶の全てを失くした少女。17年前の「大災厄」後、各地で大量に発生している「記憶を失くす病」に侵され、ここ一年以前の記憶を喪った。父母の記憶すら無く、今は王都で暮らす祖母のみが認識出来る唯一の肉親であり、月に一度の面会日であるその日、彼女は王都へやって来た。|此の矢が貫く！&br;退けば射たれることはない&br;私の道はこの先にある|
|1008&aname(a1008);|弓手サヤ|5|BGCOLOR(#a6f1f1):水|王都襲撃の危機に、勇敢にも立ち向かった戦士。しかし戦いを終え病室へ向かった彼女を待っていたのは、「記憶を失くした」祖母と、祖母が遺した一通の手紙だった。手紙に書かれた父母の真実。それを知り、彼女は旅に出る決意をする。孤独となったサヤはこの王都で出会った三人の仲間たちと共に、新たな道を歩み始めた。|射ち通すッ！&br;退かねば此の矢が穿つだけだ&br;進むことしか私は知らない|
|1009&aname(a1009);|閃弓手サヤ|6|BGCOLOR(#a6f1f1):水|自らの喪った過去を取り戻すべく、旅を続ける水の射手。祖母が遺してくれた手紙には、二つのことが書かれていた。一つ、彼女は本当の祖母では無く、ゆえに心配せずともよいとのこと。二つ、サヤの父母は今「東の世界」に居るということ。これを読み自分が何を欲しているのかは分からない。しかしたとえ僅かでも過去の欠片を取り戻し、そののち祖母の元へ帰る為、サヤの旅は続く。|此の矢はお前の命に届く！&br;退け、そこは私が通す道だ&br;今この時こそ、私の生だ|
